#TYPE System.Data.DataRow
"FileName","ARCH","ASLR","DEP","Authenticode","StrongNaming","SafeSEH","ControlFlowGuard"
"C:\windows\SysWOW64\CloudNotifications.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\clrhost.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\clusapi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmcfg32.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmd.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmdext.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmdial32.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmdkey.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmdl32.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmgrcspps.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmifw.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmintegrator.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmlua.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmmon32.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmpbk32.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmstp.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmstplua.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cmutil.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cngcredui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cngkeyhelper.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cngprovider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cnvfat.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\colbact.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\coloradapterclient.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\COLORCNV.DLL","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\colorcpl.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\colorui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\combase.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\comcat.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\comctl32.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\comdlg32.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\coml2.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\Common.dll","I386","True","True","True","True","N/A","False"
"C:\windows\SysWOW64\comp.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\compact.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\compobj.dll","Unknown Format","Unknown Format","Unknown Format","Unknown Format","Unknown Format","Unknown Format","Unknown Format"
"C:\windows\SysWOW64\ComposableShellProxyStub.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CompPkgSup.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\compstui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ComputerDefaults.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\comrepl.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\comres.dll","I386","True","True","True","N/A","N/A","False"
"C:\windows\SysWOW64\comsnap.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\comsvcs.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\comuid.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\concrt140.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\concrt140d.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ConfigureExpandedStorage.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\connect.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ConnectedAccountState.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\console.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ConsoleLogon.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ContactActivation.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ContactApis.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\container.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ContentDeliveryManager.Utilities.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\control.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\convert.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CoreMessaging.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CoreMmRes.dll","I386","True","True","True","N/A","N/A","False"
"C:\windows\SysWOW64\CoreShellAPI.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CoreUIComponents.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\Cortana.Persona.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CortanaMapiHelper.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CortanaMapiHelper.ProxyStub.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CPFilters.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\Creative.UWPRPCService.exe","I386","True","True","True","N/A","True","False"
"C:\windows\SysWOW64\CredentialUIBroker.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CredProv2faHelper.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CredProvDataModel.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CredProvHelper.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\credprovhost.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\credprovs.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\credprovslegacy.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\credssp.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\credui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\credwiz.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\crtdll.dll","I386","False","False","True","N/A","False","False"
"C:\windows\SysWOW64\crypt32.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptbase.dll","I386","True","True","True","N/A","N/A","True"
"C:\windows\SysWOW64\cryptdlg.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptdll.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptext.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptnet.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptngc.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\CryptoWinRT.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptsp.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\crypttpmeksvc.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptuiwizard.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cryptxml.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cscapi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cscdll.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cscobj.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cscript.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ctfmon.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ctl3d32.dll","I386","False","False","True","N/A","False","False"
"C:\windows\SysWOW64\cttune.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cttunesvr.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\curl.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\cuzzapi.dll","I386","True","True","True","N/A","N/A","True"
"C:\windows\SysWOW64\C_G18030.DLL","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\c_GSM7.DLL","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\C_IS2022.DLL","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\C_ISCII.DLL","I386","True","True","True","N/A","N/A","True"
"C:\windows\SysWOW64\d2d1.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\D2D1Debug2.dll","I386","True","True","False","N/A","True","False"
"C:\windows\SysWOW64\d2d1debug3.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d10.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d10core.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d10level9.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d10ref.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d10sdklayers.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d10warp.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d10_1.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d10_1core.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d11.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d11on12.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d11ref.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d11sdklayers.dll","I386","True","True","False","N/A","True","False"
"C:\windows\SysWOW64\d3d11_1sdklayers.dll","I386","True","True","False","N/A","True","False"
"C:\windows\SysWOW64\d3d11_2sdklayers.dll","I386","True","True","False","N/A","True","False"
"C:\windows\SysWOW64\d3d11_3SDKLayers.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\D3D12.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\D3D12Core.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d12SDKLayers.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d8.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d8thk.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d9.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3d9on12.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\D3DCompiler_47.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3dim.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3dim700.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3dramp.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3dref9.dll","I386","True","True","False","N/A","True","True"
"C:\windows\SysWOW64\D3DSCache.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\d3dx10_43.dll","I386","True","True","True","N/A","True","False"
"C:\windows\SysWOW64\d3dx11_43.dll","I386","True","True","True","N/A","True","False"
"C:\windows\SysWOW64\D3DX9_43.dll","I386","True","True","True","N/A","True","False"
"C:\windows\SysWOW64\d3dxof.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dabapi.dll","I386","True","True","True","N/A","N/A","True"
"C:\windows\SysWOW64\DafPrintProvider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DaOtpCredentialProvider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dataclen.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DataExchange.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\davclnt.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\davhlpr.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DavSyncProvider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\daxexec.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dbgcore.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dbgeng.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dbghelp.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DbgModel.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dbnetlib.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dbnmpntw.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dccw.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dciman32.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dcomcnfg.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dcomp.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DDACLSys.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ddisplay.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ddodiag.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DDOIProxy.dll","I386","True","True","True","N/A","N/A","True"
"C:\windows\SysWOW64\DDORes.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ddraw.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\ddrawex.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DefaultDeviceManager.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DefaultPrinterProvider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\delegatorprovider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DesktopShellAppStateContract.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DevDispItemProvider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\devenum.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\deviceaccess.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\deviceassociation.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DeviceCenter.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DeviceCredential.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DeviceDisplayStatusManager.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DeviceFlows.DataModel.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\devicengccredprov.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DevicePairing.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DevicePairingFolder.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DevicePairingProxy.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DevicePairingWizard.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DeviceReactivation.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DeviceSetupStatusProvider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DeviceUxRes.dll","I386","True","True","True","N/A","N/A","True"
"C:\windows\SysWOW64\devmgr.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\devobj.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\devrtl.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dfrgui.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dfscli.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dfshim.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DfsShlEx.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dhcpcmonitor.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dhcpcore.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dhcpcore6.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dhcpcsvc.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dhcpcsvc6.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dhcpsapi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DiagnosticInvoker.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dialclient.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dialer.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DialogBlockerProc.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DictationManager.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\difxapi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dimsjob.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dimsroam.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dinput.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dinput8.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\Direct2DDesktop.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\directmanipulation.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DirectML.Debug.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\directml.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\diskpart.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\diskperf.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\Dism.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DismApi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DispBroker.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dispex.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\Display.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DisplayManager.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dllhost.exe","I386","True","False","True","N/A","True","True"
"C:\windows\SysWOW64\dllhst3g.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dlnashext.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DMAlertListener.ProxyStub.dll","I386","True","True","True","N/A","N/A","True"
"C:\windows\SysWOW64\DMAppsRes.dll","I386","True","True","True","N/A","N/A","False"
"C:\windows\SysWOW64\dmband.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmcfgutils.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmcmnutils.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmcommandlineutils.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmcompos.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmdlgs.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmdskmgr.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmdskres.dll","I386","True","True","True","N/A","N/A","False"
"C:\windows\SysWOW64\dmdskres2.dll","I386","True","True","True","N/A","N/A","False"
"C:\windows\SysWOW64\dmenrollengine.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmime.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmintf.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmiso8601utils.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmloader.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmocx.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmoleaututils.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmprocessxmlfiltered.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmpushproxy.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DMRCDecoder.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmscript.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmstyle.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmsynth.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmusic.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmutil.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmvdsitf.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dmxmlhelputils.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dnsapi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dnscmmc.dll","I386","True","True","True","True","True","False"
"C:\windows\SysWOW64\docprop.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DolbyDecMFT.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\doskey.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dot3api.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dot3cfg.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dot3dlg.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dot3gpclnt.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dot3gpui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dot3hc.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dot3msm.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dot3ui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpapi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpapimig.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpapiprovider.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DpiScaling.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dplaysvr.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dplayx.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpmodemx.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpnaddr.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpnathlp.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpnet.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpnhpast.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpnhupnp.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpnlobby.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpnsvr.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpwsockx.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dpx.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DragDropExperienceCommon.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DragDropExperienceDataExchangeDelegated.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\driverquery.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\drprov.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\drt.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\drtprov.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\drttransport.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\drvsetup.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\drvstore.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsauth.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DscCoreConfProv.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsclient.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsdmo.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dskquota.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dskquoui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsound.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsparse.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsprop.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsquery.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsreg.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsregtask.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsrole.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dssec.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dssenh.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\Dsui.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dsuiext.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dswave.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dtdump.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dtsh.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dui70.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\duser.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dusmapi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dvdplay.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dwmapi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DWrite.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DWWIN.EXE","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DXCap.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DXCaptureReplay.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DXCore.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DXCpl.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dxdiag.exe","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dxdiagn.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dxgi.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DXGIDebug.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dxilconv.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dxmasf.dll","I386","True","True","True","N/A","N/A","True"
"C:\windows\SysWOW64\DxpTaskSync.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\dxtmsft.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DXToolsMonitor.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DXToolsOfflineAnalysis.dll","I386","True","True","True","N/A","True","True"
"C:\windows\SysWOW64\DxToolsReportGenerator.dll","I386","True","True","True","True","N/A","False"
